"Elección","Lista/Pacto","Candidato Nombre","Candidato Apellido Paterno","Candidato Apellido Materno","Genero","Partido Politico","Adhiere a Candidato Transparente","Web Site","Facebook","Twitter","Distrito","Comunas"
"Diputado(a)","Convergencia Democrática","Viviana Alejandra","Gulppi","Rubio","Femenino","Partido Izquierda Ciudadana","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Convergencia Democrática","Manuel José ","Matta","Aragay","Masculino","Partido Demócrata Cristiano","No","","","","18"," - Colbún - Linares - San Javier - Villa Alegre - Yerbas Buenas - Cauquenes - Chanco - Longaví - Parral - Pelluhue - Retiro"
"Diputado(a)","Convergencia Democrática","Pablo ","Gutiérrez","Pareja","Masculino","Partido Demócrata Cristiano","No","","","","18"," - Colbún - Linares - San Javier - Villa Alegre - Yerbas Buenas - Cauquenes - Chanco - Longaví - Parral - Pelluhue - Retiro"
"Diputado(a)","Convergencia Democrática","Claudia","Aravena"," Lagos","Femenino","Partido Demócrata Cristiano","No","","","","18"," - Colbún - Linares - San Javier - Villa Alegre - Yerbas Buenas - Cauquenes - Chanco - Longaví - Parral - Pelluhue - Retiro"
"Diputado(a)","Convergencia Democrática","Graciela Haydee","Suárez ","Pérez","Femenino","Partido Demócrata Cristiano","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","Convergencia Democrática","Jorge Eduardo","Sabag","Villalobos","Masculino","Partido Demócrata Cristiano","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","Convergencia Democrática","Patricia Waleweska","Saldías ","Carreño","Femenino","Partido Demócrata Cristiano","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","Convergencia Democrática","Marcia Isabel","Wall","Toro","Femenino","Partido Demócrata Cristiano","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","Convergencia Democrática","Jose Alexis","Lara","Flores","Masculino","Partido Más Región","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Convergencia Democrática","Marcelo Omar","Chávez ","Velásquez","Masculino","Partido Demócrata Cristiano","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Convergencia Democrática","Felipe ","Hernández","Vidal","Masculino","Partido Más Región","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Convergencia Democrática","Baldramina del Carmen","Henríquez","Cofre","Femenino","Partido Más Región","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Convergencia Democrática","Karla Andrea ","Muñoz","Ramírez","Femenino","Partido Demócrata Cristiano","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Convergencia Democrática","Macarena Alejandra","Agusto ","Rodríguez","Femenino","Partido Más Región","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Convergencia Democrática","José Miguel","Ortiz ","Novoa","Masculino","Partido Demócrata Cristiano","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Convergencia Democrática","Patricio","Pinilla","Valencia","Masculino","Partido Demócrata Cristiano","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","Convergencia Democrática","Juan Benedicto","Macaya","Miranda","Masculino","Partido Demócrata Cristiano","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","Convergencia Democrática","Joanna","Pérez","Olea","Femenino","Partido Demócrata Cristiano","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","Convergencia Democrática","Mario Artidoro","Venegas","Cardenas","Masculino","Partido Demócrata Cristiano","No","","","","22"," - Angol - Collipulli - Ercilla - Los Sauces - Lumaco - Purén - Renaico - Traiguén - Curacautín - Galvarino - Lautaro - Lonquimay - Melipeuco - Perquenco - Victoria - Vilcún"
"Diputado(a)","Convergencia Democrática","Juan Francisco","Chodiman","Torres","Masculino","Partido Demócrata Cristiano","No","","","","22"," - Angol - Collipulli - Ercilla - Los Sauces - Lumaco - Purén - Renaico - Traiguén - Curacautín - Galvarino - Lautaro - Lonquimay - Melipeuco - Perquenco - Victoria - Vilcún"
"Diputado(a)","Convergencia Democrática","Rayén","Inglés ","Hueche","Femenino","Partido Demócrata Cristiano","No","","","","22"," - Angol - Collipulli - Ercilla - Los Sauces - Lumaco - Purén - Renaico - Traiguén - Curacautín - Galvarino - Lautaro - Lonquimay - Melipeuco - Perquenco - Victoria - Vilcún"
"Diputado(a)","Convergencia Democrática","Luis","Campos","Leal","Masculino","Partido Demócrata Cristiano","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","Convergencia Democrática","Andrés Alfonso","Jouannet","Valderrama","Masculino","Partido Demócrata Cristiano","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","Convergencia Democrática","Hilda","Horta","Rivera","Femenino","Partido Demócrata Cristiano","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","Convergencia Democrática","Myrtha Carmen","Peralta","Vegas","Femenino","Partido Demócrata Cristiano","No","","","","24"," - Corral - Lanco - Máfil - Mariquina - Valdivia - Futrono - La Unión - Lago Ranco - Los Lagos - Paillaco - Panguipulli - Río Bueno"
"Diputado(a)","Convergencia Democrática","Juan Carlos","Tobar","Sala","Masculino","Partido Demócrata Cristiano","No","","","","24"," - Corral - Lanco - Máfil - Mariquina - Valdivia - Futrono - La Unión - Lago Ranco - Los Lagos - Paillaco - Panguipulli - Río Bueno"
"Diputado(a)","Convergencia Democrática","Iván Alberto","Flores","García ","Masculino","Partido Demócrata Cristiano","No","","","","24"," - Corral - Lanco - Máfil - Mariquina - Valdivia - Futrono - La Unión - Lago Ranco - Los Lagos - Paillaco - Panguipulli - Río Bueno"
"Diputado(a)","Convergencia Democrática","Oscar Sandrino","Leiva","González","Masculino","Independiente","No","","","","24"," - Corral - Lanco - Máfil - Mariquina - Valdivia - Futrono - La Unión - Lago Ranco - Los Lagos - Paillaco - Panguipulli - Río Bueno"
"Diputado(a)","Convergencia Democrática","Marlyn Magdalena","Leupin","Fernández","Femenino","Independiente","No","","","","24"," - Corral - Lanco - Máfil - Mariquina - Valdivia - Futrono - La Unión - Lago Ranco - Los Lagos - Paillaco - Panguipulli - Río Bueno"
"Diputado(a)","Convergencia Democrática","Sergio Rodrigo","Ojeda","Uribe","Masculino","Partido Demócrata Cristiano","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","Convergencia Democrática","Karla","Benavides","Henríquez","Femenino","Partido Demócrata Cristiano","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","Convergencia Democrática","Miguel","Arredondo","Orellana","Masculino","Partido Demócrata Cristiano","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","Convergencia Democrática","Marianela","Huenchor ","Huenchor","Femenino","Partido Demócrata Cristiano","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","Convergencia Democrática","Claudio","Martínez","Labra","Masculino","Partido Demócrata Cristiano","No","","","","26"," - Calbuco - Cochamó - Maullín - Puerto Montt - Ancud - Castro - Chaitén - Chonchi - Curaco de Vélez - Dalcahue - Futaleufú - Hualaihué - Palena - Puqueldón - Queilén - Quellón - Quemchi - Quinchao"
"Diputado(a)","Convergencia Democrática","Gabriel Héctor","Ascencio","Mansilla","Masculino","Partido Demócrata Cristiano","No","","","","26"," - Calbuco - Cochamó - Maullín - Puerto Montt - Ancud - Castro - Chaitén - Chonchi - Curaco de Vélez - Dalcahue - Futaleufú - Hualaihué - Palena - Puqueldón - Queilén - Quellón - Quemchi - Quinchao"
"Diputado(a)","Convergencia Democrática","Carmen Gloria","Martínez","Cardenas","Femenino","Partido Demócrata Cristiano","No","","","","27"," - Aysén - Chile Chico - Cisnes - Cochrane - Coyhaique - Guaitecas - Lago Verde - OHiggins - Río Ibáñez - Tortel"
"Diputado(a)","Convergencia Democrática","René Anselmo","Legue","Cardenas","Masculino","Partido Demócrata Cristiano","No","","","","27"," - Aysén - Chile Chico - Cisnes - Cochrane - Coyhaique - Guaitecas - Lago Verde - OHiggins - Río Ibáñez - Tortel"
"Diputado(a)","Convergencia Democrática","Miguel Ángel","Calisto ","Aguila","Masculino","Partido Demócrata Cristiano","Sí","","","","27"," - Aysén - Chile Chico - Cisnes - Cochrane - Coyhaique - Guaitecas - Lago Verde - OHiggins - Río Ibáñez - Tortel"
"Diputado(a)","Convergencia Democrática","Carlos ","Mandriaza","Muñoz","Masculino","Partido Demócrata Cristiano","Sí","","","","28"," - Antártica - Cabo de Hornos (Ex - Navarino) - Laguna Blanca - Natales - Porvenir - Primavera - Punta Arenas - Río Verde - San Gregorio - Timaukel - Torres del Paine"
"Diputado(a)","Convergencia Democrática","Eugenia","Mancilla","Macias","Femenino","Partido Demócrata Cristiano","No","","","","28"," - Antártica - Cabo de Hornos (Ex - Navarino) - Laguna Blanca - Natales - Porvenir - Primavera - Punta Arenas - Río Verde - San Gregorio - Timaukel - Torres del Paine"
"Diputado(a)","Convergencia Democrática","Juan Enrique","Morano","Cornejo","Masculino","Partido Demócrata Cristiano","No","","","","28"," - Antártica - Cabo de Hornos (Ex - Navarino) - Laguna Blanca - Natales - Porvenir - Primavera - Punta Arenas - Río Verde - San Gregorio - Timaukel - Torres del Paine"
"Diputado(a)","Trabajadores revolucionarios","Galia","Aguilera","Caballero","Femenino","Trabajadores Revolucionarios","No","","","","3"," - Calama - María Elena - Ollagüe - San Pedro de Atacama - Tocopilla - Antofagasta - Mejillones - Sierra Gorda - Taltal"
"Diputado(a)","Trabajadores revolucionarios","Nestor","Vera","Rojas","Masculino","Trabajadores Revolucionarios","No","","","","3"," - Calama - María Elena - Ollagüe - San Pedro de Atacama - Tocopilla - Antofagasta - Mejillones - Sierra Gorda - Taltal"
"Diputado(a)","Trabajadores revolucionarios","Nancy","Lanzarini","Walker","Femenino","Trabajadores Revolucionarios","No","","","","3"," - Calama - María Elena - Ollagüe - San Pedro de Atacama - Tocopilla - Antofagasta - Mejillones - Sierra Gorda - Taltal"
"Diputado(a)","Trabajadores revolucionarios","Daniel","Vargas","Downing","Masculino","Trabajadores Revolucionarios","No","","","","3"," - Calama - María Elena - Ollagüe - San Pedro de Atacama - Tocopilla - Antofagasta - Mejillones - Sierra Gorda - Taltal"
"Diputado(a)","Independiente","Freddy Marcos","Araneda","Barahona","Masculino","Independiente","No","","","","2"," - Alto Hospicio - Camiña - Colchane - Huara - Iquique - Pica - Pozo Almonte"
"Diputado(a)","Independiente","Andrea ","Guzmán","Herrera","Femenino","Independiente","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Independiente","Eddy ","Roldan","Cabrera","Masculino","Independiente","No","","","","9"," - Conchalí - Huechuraba - Renca - Cerro Navia - Lo Prado - Quinta Normal - Independencia - Recoleta"
"Diputado(a)","Independiente","Dauno ","Totoro","Navarro","Masculino","Independiente","No","","","","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Independiente","Patricio","Muñoz ","Cardenas","Masculino","Independiente","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","Independiente","Samuel ","Flores","Garrido","Masculino","Independiente","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","Independiente","Elías","Ramos","Muñoz","Masculino","Independiente","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Independiente","Partricio","Rivas","Gatica","Masculino","Independiente","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","Independiente","René ","Saffirio","Espinoza","Masculino","Independiente","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","Independiente","Luis","Abarca","Azocar","Masculino","Independiente","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","Independiente","Cecilio","Aguilar","Galindo","Masculino","Independiente","No","","","","27"," - Aysén - Chile Chico - Cisnes - Cochrane - Coyhaique - Guaitecas - Lago Verde - OHiggins - Río Ibáñez - Tortel"
"Diputado(a)","Por Todo Chile","Rossana Virginia","Alvarado","Pinto","Femenino","Independiente","No","","","","1"," - Arica - Camarones - Putre"
"Diputado(a)","Por Todo Chile","Rodrigo Antonio","Cuevas","Troncoso","Masculino","Independiente","Sí","www.rodrigocuevas.cl","https://www.facebook.com/arica2015","","1"," - Arica - Camarones - Putre"
